amount,txn_hour,ip_risk_score,device_trust,user_history_count,velocity,is_new_card,is_fraud
16.406188499791863,0,0.1350090630789566,0.8950415935350354,9,1,0,0
92.96218368007683,5,0.18028811998462624,0.4338565181668777,8,1,0,0
75.67810959654516,5,0.1650816572518827,0.9114374358623667,8,1,0,0
319.0606027791378,14,0.16374798048684697,0.7813666987655077,8,0,0,0
46.49776582782288,16,0.14034418316057642,0.6112707237864097,7,0,0,0
53.92638506007032,13,0.047065030472542145,0.8312802879786512,10,0,0,0
154.65349004803082,23,0.11361444241832708,0.8519034969619819,12,0,0,0
90.42998485163339,3,0.7498360589179836,0.13031675511314084,1,3,1,1
125.2947947958093,15,0.25377353570897565,0.4169477229150953,11,0,0,0
14.60860505693936,11,0.10229098790507302,0.621799560955351,10,0,0,0
15.680322565123427,13,0.14372216241565214,0.7990866103730114,12,1,0,0
125.37629850500427,0,0.17737943708838758,0.9377372784081897,13,1,0,0
7.287522306612641,23,0.09646620616959685,0.9105970626322685,8,0,0,0
37.87570214169719,4,0.11920351248290834,0.7898665764796441,8,0,0,0
92.69061535092423,2,0.20073050423945552,0.7669949562811029,9,0,0,0
99.40625483554227,5,0.0066279609083865435,0.7399510620111384,10,2,0,0
17.092324952244432,9,0.013736439873814184,0.7712778619200685,9,1,0,0
87.15530945024959,9,0.06399157675332359,0.8814563690879907,14,0,0,0
110.55602571090752,13,0.03741734774480411,0.34064679773417433,5,1,0,0
32.102114615228885,20,0.05849817507074394,0.4505729959513581,9,0,0,0
39.35363030303842,8,0.047834017329652,0.7418480512764197,11,0,0,0
11.433173828276566,6,0.0014355324304467986,0.7693956970240199,10,0,0,0
0.23213920331714424,20,0.0031811028880938787,0.5393038137602886,9,1,0,0
2.943976415831412,13,0.01954525068656708,0.8777991767473486,7,0,0,0
37.740404386012536,20,0.3325458268510772,0.952489441101199,8,0,0,0
6.8325879166155445,10,0.014611907919528464,0.8302367365014137,11,0,0,0
63.01211824391809,7,0.06318421415280892,0.7355912256860759,7,0,0,0
73.87233732984114,22,0.011021881459906143,0.44913951050517986,9,1,0,0
75.60091127691985,1,0.009008738445224417,0.9231942135036406,9,0,1,0
118.34672778873593,11,0.049279014999712954,0.7900060557426895,9,0,1,0
133.3401353659802,2,0.08489539587261935,0.8956306597298667,14,1,0,0
6.908729867996755,23,0.040029615987861894,0.8565725268548697,9,0,0,0
33.863861790165686,11,0.014383842586568085,0.7217918066573052,9,1,0,0
55.5990360274469,11,0.025101182810418572,0.7759979900643775,10,0,0,0
36.37458020137533,7,0.6485801788962305,0.674830068438881,10,0,0,0
79.84200258120326,2,0.2793965912420295,0.6538086237848646,10,0,0,0
271.4914065961751,8,0.6387986626819199,0.3836526598552401,0,1,0,1
39.06373843927994,3,0.0317310100304354,0.9055799949470046,6,2,0,0
386.3731079312584,2,0.0714845644471196,0.6751495427200948,10,0,0,0
26.231170731689797,8,0.09668307671015869,0.899717429039337,10,2,0,0
4.093462319750872,11,0.0698065684615374,0.9427398662274656,6,1,0,0
12.6337114938348,23,0.018388600296993633,0.8862124574711188,17,1,0,0
5.848843711151255,22,0.010475793413964563,0.9544389037593005,15,0,0,0
3.6315272380463184,3,0.027349639172740907,0.3311250929347309,6,0,0,0
28.37073753611765,2,0.07681128062458407,0.44191261160984346,17,0,0,0
24.381338638988932,5,0.06332045472830856,0.8921707852052109,13,1,0,0
77.32082787388475,2,0.011523129252829173,0.6932153334283754,4,0,0,0
84.80679572683168,16,0.4591699147041973,0.783012993161191,6,0,0,0
24.47052884920548,6,0.20656365897139978,0.8077955008459579,10,0,0,0
91.1571481451859,23,0.027158875165426314,0.906368481665165,7,0,0,0
40.94319963373543,4,0.06490017997545475,0.6640801293167898,11,0,0,0
79.8764377976927,15,0.138508206445231,0.8658650297053668,14,1,0,0
27.035641137150755,9,0.4705633409362055,0.8136321946839532,6,1,0,0
34.86415906864476,9,0.05421561740344184,0.9204404558310197,10,1,0,0
47.932236380988975,11,0.11223542164272501,0.7920538209097681,12,0,0,0
769.2392878217471,2,0.0693110625067053,0.8220516484910058,12,1,1,0
30.74383629235501,1,0.1787184047762777,0.7349942686748181,7,0,0,0
64.48370178693484,23,0.05198086003025596,0.6690313766243013,5,0,0,0
76.57620269079777,18,0.14141901150173083,0.7668401750260795,8,0,0,0
4.111883002984313,10,0.08241934747468023,0.8813959887795988,9,0,0,0
47.056427823716504,3,0.02442666467807317,0.9929723593714929,13,1,0,0
92.2038570660739,15,0.2297406008765312,0.5320755948639613,10,0,0,0
94.00360238939294,20,0.086662505262248,0.6929375885429706,9,0,0,0
91.98602641223647,5,0.018873967657760834,0.2719820023201057,10,0,0,0
81.48054915847848,5,0.0449227816723716,0.6420713135269076,12,3,0,0
47.0267758266201,10,0.021948737245354073,0.8349698982721243,12,0,0,0
4.164467037327557,12,0.21278511263696367,0.5634015340780406,6,0,0,0
4.944839687978953,21,0.15181268681357712,0.7705611436598094,4,1,0,0
77.91861706218846,22,0.2549386501937712,0.9102539472438442,12,0,0,0
131.62155470716576,2,0.03055119286377017,0.7730413773400832,8,0,0,0
18.319870671025207,20,0.045919256142067426,0.843551383647704,12,1,0,0
12.42179906424297,3,0.0361350645986705,0.7556904955300733,18,1,0,0
68.92424374154695,14,0.3258905826492307,0.849909933835517,11,2,0,0
27.987946471057302,4,0.031892591133295935,0.5947547096997885,6,0,0,0
40.52048665475523,0,0.09284034209618694,0.745621955627728,11,0,0,0
1541.980614739539,4,0.08081532202874034,0.7844045896430355,10,0,0,0
12.603249148574033,2,0.010215539523363964,0.6450869866535334,11,0,0,0
56.47749272183766,14,0.029932115383211114,0.884988905430357,11,1,0,0
216.2845736594323,6,0.0777004096552508,0.9245023190883317,9,3,0,0
20.963641309497948,2,0.21933598433234056,0.8390008290264084,11,1,0,0
24.956747947699032,17,0.21888020217270715,0.7357848669440299,9,0,0,0
30.25067650418351,19,0.044914698824039256,0.6419005562102437,10,1,1,0
4.2607484250778604,14,0.02338133499829341,0.7842523078682573,16,1,0,0
48.86403227290821,20,0.06278750086112422,0.5615266513098139,12,0,0,0
65.03487422146821,12,0.007123109939546301,0.3559822549324877,15,2,0,0
64.0100851642485,5,0.04120401656821352,0.8323027663659731,10,0,0,0
10.71917653713589,23,0.021102830349364395,0.9602457899117393,11,0,0,0
182.12775728578566,3,0.13713089858399047,0.6026130473879481,11,0,0,0
38.557353645872944,0,0.11063694762037178,0.831888363645317,7,0,0,0
10.427047001080515,8,0.1343361180341074,0.8505838286003167,5,0,0,0
134.60900297228665,16,0.042175211049285996,0.7808523417135823,11,0,0,0
279.6844150647324,13,0.06535401174024066,0.7422029243152618,16,0,0,0
15.397397477679513,2,0.07926695319067391,0.6567428147929899,8,1,0,0
38.01567964417567,5,0.07214701289935083,0.7064265547809333,10,2,0,0
6.430801376524717,15,0.4642393617968303,0.6083313647531556,11,1,0,0
58.24490590486503,21,0.10471335176125607,0.507920236331633,8,0,0,0
110.72520986982737,16,0.07025103290898366,0.562343224229999,9,0,0,0
8.486359845437324,7,0.2013340165871776,0.47020609013784326,12,0,0,0
64.19310398104587,0,0.02868608820213475,0.9001520914210147,11,0,0,0
15.083747116315191,5,0.013578210270044987,0.9700519719848532,7,2,0,0
8.28799889938597,15,0.02103853308483485,0.7745040700652507,7,0,0,0
24.497562508744824,23,0.10318462509060482,0.9081042961290501,8,0,0,0
42.14863340344201,11,0.05249203084836831,0.8549253237337314,7,0,0,0
76.27943470982369,0,0.056056821026983575,0.8524692570320631,8,0,1,0
162.58595482297616,20,0.07828293287322449,0.9597518888711465,11,0,0,0
9.550006306809463,15,0.052224807977647836,0.6882169083881494,13,0,0,0
37.206063615303236,12,0.04194940310385974,0.6614117674034395,8,1,0,0
98.59034104905014,3,0.0753942703458138,0.43323408915296785,15,1,0,0
9.883518851967569,4,0.10038789185883563,0.7381665080808884,7,0,0,0
47.713003310132656,2,0.14285015849098784,0.8252031450698422,11,0,0,0
22.90688255468917,1,0.05755861467784447,0.8428469135600374,11,0,0,0
22.74382078826156,2,0.10522194534365088,0.9623000741705878,8,2,0,0
0.35342382207359513,2,0.3426854338099543,0.87729074370307,14,0,0,0
52.285531481188464,21,0.05373622700529709,0.6839325340442882,2,0,0,0
98.53184169317775,17,0.054451083954263194,0.8272447647665132,10,1,0,0
848.2805857385584,20,0.11042565405459212,0.7158953142210832,7,0,0,0
11.157735138366073,11,0.06045002185539324,0.9390784429047938,6,1,0,0
131.32423138942244,14,0.24124184827864034,0.8798279888027212,5,0,0,0
99.71313745800995,19,0.03713827902312126,0.9761648077678037,13,2,0,0
81.60175391882797,11,0.029661856445083526,0.7489015457226722,10,1,0,0
157.87082102799985,11,0.018132431800912282,0.857826324288627,7,1,0,0
33.31965297469868,5,0.1804308893049907,0.8776710661509387,13,1,0,0
4.523336484619897,19,0.03919558907478377,0.8074763101383431,6,0,0,0
5.940762146327957,22,0.028498308011358015,0.8391420236813825,15,1,0,0
49.130786380369415,13,0.12514310160123754,0.7972831560636985,11,0,0,0
161.0166890644837,3,0.11060543876987507,0.7424365148221833,9,0,0,0
89.86539273006008,1,0.13668894838989595,0.7844202270858601,8,0,0,0
151.8821643857144,18,0.05420467811968082,0.88857651804865,17,1,0,0
196.41141144026977,8,0.18500907175879536,0.6363705126224202,7,0,0,0
26.142695268615913,7,0.24005293229834132,0.8399793609240142,8,1,0,0
7.588368064850076,7,0.016278726638814373,0.4900853368130638,11,1,0,0
73.97919170066616,19,0.002053546459133456,0.9215474346882743,5,2,0,0
169.98241749789577,6,0.14006927122106827,0.48776541293217984,8,0,0,0
866.542711483762,1,0.005828932837210504,0.5905882843523718,13,1,0,0
39.42378713210958,23,0.02378056654646742,0.8665139895048651,12,0,0,0
33.089894227968344,8,0.2004101380337916,0.5918086460386649,6,0,0,0
13.311497492164426,21,0.053334776917324925,0.956354200002391,14,1,0,0
24.202475462656437,6,0.008580118548634332,0.9195084710932078,9,0,0,0
203.2586523959545,13,0.14102381173060724,0.8548803111286534,8,0,0,0
95.27058976158501,0,0.09491227904059353,0.8900539761977029,12,1,0,0
57.12376131495074,5,0.030140218024619695,0.8224481982026838,5,2,0,0
70.71964160438392,5,0.013185139032270133,0.7954262412662284,13,0,0,0
3.9131451086697093,12,0.007456081832386555,0.950023660022782,7,0,0,0
100.33275014712986,13,0.016993184349464632,0.7543907820671706,6,0,0,0
26.447535555537215,20,0.24248348075341392,0.6369849339742136,12,0,0,0
31.3061400925358,4,0.0041924183593335974,0.9507703297471232,10,0,1,0
126.24155406580597,22,0.002266147049118157,0.5894247271149946,12,1,0,0
40.38294767629455,18,0.08739000396760437,0.5820504307556826,3,0,0,0
23.376969010763908,6,0.04413736038025748,0.650277834652452,14,0,0,0
63.85843764667054,11,0.018652467511789655,0.5433330369837045,10,0,0,0
75.91985571922625,15,0.014831545846398102,0.9082892655588591,11,0,0,0
41.59191464117109,5,0.013265029942070143,0.18301852975673605,10,1,0,0
22.828804169992008,11,0.10557985398938616,0.5004531829914632,10,0,0,0
60.6396797701915,12,0.10959025347851187,0.59626584232109,9,0,0,0
75.27515952203417,21,0.10004617387811975,0.8063910877218119,16,1,0,0
200.0795285228998,11,0.014789845769350224,0.9215570019311656,9,0,0,0
36.603936731518935,1,0.2683020307719448,0.8158200922932615,9,1,0,0
15.451791405352783,14,0.053920567689094256,0.8355344148014706,7,0,0,0
34.04581564914727,0,0.04151664784329074,0.7943481097181221,8,0,0,0
27.06287435673569,3,0.008449043946603129,0.9445272463287389,9,0,0,0
528.4966040230431,9,0.1272078341321018,0.6514079853379957,15,0,0,0
32.087616337524274,7,0.031245751673274248,0.798130536073163,16,0,0,0
850.4769403380823,13,0.29771910713543137,0.5703109005741225,9,0,0,0
78.47402086264539,18,0.05469902973057366,0.8223622505851492,13,0,0,0
50.971828058890424,18,0.11085397437585508,0.921737189640846,12,1,0,0
241.9952012268837,1,0.011202842049539153,0.5505415557188621,10,1,1,0
34.897970990732915,11,0.009958147027100324,0.6342187005416094,9,1,0,0
39.583833356041545,22,0.008463021895628664,0.6336457795544432,6,2,0,0
8.055531793884033,11,0.03240824990383463,0.7016732906955895,11,1,0,0
198.54549447132231,19,0.2156840227460861,0.9009163090501595,13,1,0,0
10.620910278409946,18,0.048753780116935895,0.745291957375908,11,1,0,0
65.81467751553792,6,0.07512589301361941,0.773752860308835,16,0,0,0
14.500536702877898,23,0.2363831291364078,0.6766123980038232,11,0,0,0
15.450545188870063,3,0.06590419488388966,0.8940406684521451,11,1,0,0
30.522324859730567,1,0.33883529155402314,0.788738579676881,9,0,0,0
86.46756847690679,18,0.18457709591959717,0.6540720493409858,10,1,0,0
11.287617249048928,18,0.0927352793255677,0.8501437907913995,10,0,0,0
8.970474446336452,16,0.04815274090613582,0.6809213595507444,5,0,0,0
